consumo_kwh,uso_horario_pico,cantidad_equipos,tipo_inmueble,horas_alto_consumo,categoria
87.53,True,4.0,Casa,0.08,MODERADO
202.84,True,11.0,Casa,2.95,INEFICIENTE
138.5,True,13.0,Casa,1.17,INEFICIENTE
415.04,True,15.0,Casa,6.45,INEFICIENTE
811.44,True,38.0,Casa,11.46,INEFICIENTE
267.22,True,15.0,Casa,2.68,INEFICIENTE
51.89,True,5.0,Casa,0.0,EFICIENTE
80.74,True,7.0,Vivienda_compartida,0.01,MODERADO
493.31,True,22.0,Casa,7.96,INEFICIENTE
81.88,True,9.0,Casa,0.32,MODERADO
238.54,True,13.0,Casa,2.89,INEFICIENTE
130.75,True,11.0,Casa,1.16,INEFICIENTE
205.16,True,9.0,Casa,2.94,INEFICIENTE
375.89,True,12.0,Casa,5.48,INEFICIENTE
130.53,True,7.0,Casa,1.22,INEFICIENTE
62.23,True,3.0,Casa,0.99,INEFICIENTE
137.25,True,6.0,Casa,1.41,INEFICIENTE
406.05,True,8.0,Casa,6.46,INEFICIENTE
71.88,True,3.0,Casa,0.0,MODERADO
388.97,True,16.0,Casa,5.74,INEFICIENTE
99.68,True,8.0,Casa,0.17,MODERADO
51.65,True,1.0,Casa,0.0,MODERADO
1135.9,True,27.0,Casa,20.1,INEFICIENTE
454.5,True,24.0,Casa,7.29,INEFICIENTE
244.44,True,9.0,Casa,3.37,INEFICIENTE
216.91,True,13.0,Casa,2.33,INEFICIENTE
380.46,True,17.0,Casa,4.87,INEFICIENTE
845.55,True,16.0,Casa,16.78,INEFICIENTE
6.24,True,2.0,Casa,0.13,EFICIENTE
53.5,True,3.0,Casa,0.04,EFICIENTE
245.23,True,12.0,Casa,3.95,INEFICIENTE
478.56,True,14.0,Casa,8.07,INEFICIENTE
100.3,True,8.0,Casa,0.42,INEFICIENTE
539.27,True,9.0,Casa,9.51,INEFICIENTE
274.64,True,16.0,Casa,3.76,INEFICIENTE
260.31,True,5.0,Casa,3.22,INEFICIENTE
207.98,True,12.0,Casa,2.93,INEFICIENTE
426.02,True,17.0,Casa,6.97,INEFICIENTE
177.02,True,6.0,Casa,2.42,INEFICIENTE
143.04,True,9.0,Casa,1.77,INEFICIENTE
73.92,True,5.0,Casa,0.0,MODERADO
200.3,True,10.0,Casa,2.51,INEFICIENTE
50.5,True,6.0,Casa,0.33,EFICIENTE
176.3,True,7.0,Casa,2.84,INEFICIENTE
217.08,True,16.0,Casa,2.76,INEFICIENTE
82.93,True,12.0,Casa,0.48,MODERADO
210.68,True,6.0,Casa,2.82,INEFICIENTE
233.91,True,6.0,Casa,3.82,INEFICIENTE
431.69,True,9.0,Casa,8.09,INEFICIENTE
198.17,True,6.0,Casa,1.84,INEFICIENTE
386.6,True,16.0,Casa,5.94,INEFICIENTE
126.82,True,8.0,Casa,0.18,INEFICIENTE
437.19,True,17.0,Casa,6.45,INEFICIENTE
1099.51,True,27.0,Casa,19.32,INEFICIENTE
218.69,True,13.0,Casa,2.8,INEFICIENTE
174.82,True,9.0,Casa,2.65,INEFICIENTE
510.18,True,16.0,Casa,8.67,INEFICIENTE
408.93,True,14.0,Casa,5.71,INEFICIENTE
491.45,True,7.0,Casa,8.45,INEFICIENTE
302.19,True,16.0,Casa,3.95,INEFICIENTE
1758.92,True,20.0,Casa,24.0,INEFICIENTE
409.86,True,18.0,Casa,5.02,INEFICIENTE
463.25,True,16.0,Casa,6.38,INEFICIENTE
279.91,True,17.0,Casa,3.88,INEFICIENTE
489.46,True,18.0,Casa,7.04,INEFICIENTE
241.77,True,11.0,Casa,2.91,INEFICIENTE
614.7,True,12.0,Casa,10.7,INEFICIENTE
550.61,True,11.0,Casa,8.31,INEFICIENTE
261.1,True,5.0,Casa,4.1,INEFICIENTE
324.34,True,17.0,Casa,5.22,INEFICIENTE
895.18,True,22.0,Casa,11.26,INEFICIENTE
189.56,True,15.0,Casa,1.72,INEFICIENTE
7.92,True,1.0,Vivienda_compartida,0.16,EFICIENTE
684.47,True,13.0,Casa,10.53,INEFICIENTE
335.82,True,14.0,Casa,5.0,INEFICIENTE
200.07,True,8.0,Casa,1.36,INEFICIENTE
260.34,True,17.0,Casa,1.81,INEFICIENTE
498.57,True,27.0,Casa,7.37,INEFICIENTE
168.19,True,11.0,Casa,2.24,INEFICIENTE
599.95,True,13.0,Casa,10.92,INEFICIENTE
188.15,True,6.0,Casa,2.2,INEFICIENTE
369.79,True,15.0,Casa,5.74,INEFICIENTE
785.18,True,22.0,Casa,12.54,INEFICIENTE
69.36,True,4.0,Vivienda_compartida,0.0,MODERADO
564.01,True,32.0,Casa,7.96,INEFICIENTE
384.71,True,12.0,Casa,3.76,INEFICIENTE
862.97,True,20.0,Casa,16.19,INEFICIENTE
316.42,True,11.0,Casa,5.07,INEFICIENTE
294.2,True,16.0,Casa,4.43,INEFICIENTE
134.89,True,13.0,Casa,1.1,INEFICIENTE
385.4,True,15.0,Casa,5.52,INEFICIENTE
182.01,True,9.0,Casa,2.45,INEFICIENTE
395.85,True,22.0,Casa,5.96,INEFICIENTE
522.11,True,16.0,Casa,7.33,INEFICIENTE
69.63,True,7.0,Casa,0.08,EFICIENTE
183.8,True,9.0,Casa,2.9,INEFICIENTE
419.9,True,23.0,Casa,4.16,INEFICIENTE
770.6,True,20.0,Casa,13.88,INEFICIENTE
614.21,True,10.0,Casa,10.17,INEFICIENTE
261.25,True,7.0,Casa,3.22,INEFICIENTE
442.41,True,10.0,Casa,2.96,INEFICIENTE
3.47,True,2.0,Casa,0.0,EFICIENTE
462.08,True,6.0,Casa,8.66,INEFICIENTE
567.56,True,23.0,Casa,9.3,INEFICIENTE
176.06,True,7.0,Casa,1.13,INEFICIENTE
53.49,True,4.0,Casa,0.0,EFICIENTE
378.72,True,21.0,Casa,5.35,INEFICIENTE
142.1,True,10.0,Casa,1.58,INEFICIENTE
944.96,True,18.0,Casa,16.79,INEFICIENTE
426.87,True,17.0,Casa,6.99,INEFICIENTE
1300.99,True,27.0,Casa,24.0,INEFICIENTE
201.1,True,10.0,Casa,1.9,INEFICIENTE
438.31,True,22.0,Casa,6.83,INEFICIENTE
643.2,True,36.0,Casa,10.13,INEFICIENTE
983.99,True,20.0,Casa,15.87,INEFICIENTE
393.74,True,19.0,Casa,6.02,INEFICIENTE
87.71,True,4.0,Casa,0.63,INEFICIENTE
31.04,True,1.0,Vivienda_compartida,0.0,MODERADO
900.6,True,33.0,Casa,17.29,INEFICIENTE
625.93,True,25.0,Casa,10.9,INEFICIENTE
265.97,True,8.0,Casa,3.94,INEFICIENTE
154.36,True,14.0,Casa,1.3,INEFICIENTE
316.42,True,20.0,Casa,3.72,INEFICIENTE
100.36,True,11.0,Casa,0.82,INEFICIENTE
334.29,True,19.0,Casa,4.75,INEFICIENTE
762.28,True,21.0,Casa,12.75,INEFICIENTE
323.99,True,14.0,Casa,2.67,INEFICIENTE
1123.52,True,25.0,Casa,14.81,INEFICIENTE
48.56,True,5.0,Vivienda_compartida,0.13,EFICIENTE
475.54,True,11.0,Casa,8.13,INEFICIENTE
631.87,True,17.0,Casa,8.19,INEFICIENTE
502.13,True,14.0,Casa,8.8,INEFICIENTE
264.76,True,7.0,Casa,4.13,INEFICIENTE
652.14,True,19.0,Casa,11.41,INEFICIENTE
458.68,True,11.0,Casa,6.37,INEFICIENTE
351.55,True,16.0,Casa,5.55,INEFICIENTE
258.91,True,11.0,Casa,3.7,INEFICIENTE
273.35,True,4.0,Casa,4.44,INEFICIENTE
939.56,True,30.0,Casa,16.57,INEFICIENTE
91.37,True,9.0,Casa,0.2,INEFICIENTE
446.6,True,14.0,Casa,7.47,INEFICIENTE
90.02,True,9.0,Casa,0.39,MODERADO
233.73,True,12.0,Casa,3.65,INEFICIENTE
771.53,True,13.0,Casa,13.9,INEFICIENTE
169.22,True,7.0,Casa,2.59,INEFICIENTE
30.67,True,3.0,Casa,0.02,EFICIENTE
643.86,True,12.0,Casa,11.2,INEFICIENTE
407.11,True,17.0,Casa,5.87,INEFICIENTE
185.61,True,15.0,Casa,1.72,INEFICIENTE
150.48,True,5.0,Casa,1.87,INEFICIENTE
92.99,True,9.0,Casa,0.28,INEFICIENTE
212.01,True,12.0,Casa,3.43,INEFICIENTE
133.28,True,11.0,Casa,0.88,INEFICIENTE
170.23,True,5.0,Casa,2.8,INEFICIENTE
418.48,True,11.0,Casa,4.12,INEFICIENTE
294.48,True,7.0,Casa,4.45,INEFICIENTE
733.6,True,6.0,Casa,13.7,INEFICIENTE
361.45,True,12.0,Casa,5.46,INEFICIENTE
269.18,True,11.0,Casa,4.38,INEFICIENTE
619.32,True,11.0,Casa,10.43,INEFICIENTE
76.55,True,2.0,Casa,0.62,INEFICIENTE
83.44,True,7.0,Casa,0.01,MODERADO
86.97,True,10.0,Casa,0.33,MODERADO
433.14,True,16.0,Casa,5.89,INEFICIENTE
298.14,True,7.0,Casa,4.22,INEFICIENTE
277.32,True,16.0,Casa,2.77,INEFICIENTE
79.79,True,4.0,Casa,0.0,MODERADO
212.03,True,18.0,Casa,1.95,INEFICIENTE
207.43,True,14.0,Casa,1.92,INEFICIENTE
768.56,True,21.0,Casa,12.64,INEFICIENTE
438.69,True,17.0,Casa,5.48,INEFICIENTE
1153.26,True,28.0,Casa,20.12,INEFICIENTE
147.63,True,12.0,Casa,1.5,INEFICIENTE
278.13,True,6.0,Casa,4.05,INEFICIENTE
425.11,True,20.0,Casa,4.85,INEFICIENTE
187.56,True,6.0,Casa,2.8,INEFICIENTE
239.85,True,12.0,Casa,2.84,INEFICIENTE
505.56,True,9.0,Casa,7.36,INEFICIENTE
320.0,True,15.0,Casa,4.64,INEFICIENTE
556.25,True,18.0,Casa,9.92,INEFICIENTE
161.46,True,13.0,Casa,2.38,INEFICIENTE
273.12,True,9.0,Casa,3.65,INEFICIENTE
535.41,True,14.0,Casa,8.97,INEFICIENTE
97.99,True,7.0,Casa,0.92,INEFICIENTE
677.21,True,10.0,Casa,12.06,INEFICIENTE
391.24,True,10.0,Casa,5.42,INEFICIENTE
238.18,True,11.0,Casa,2.16,INEFICIENTE
465.17,True,12.0,Casa,6.26,INEFICIENTE
220.84,True,6.0,Casa,2.35,INEFICIENTE
550.24,True,18.0,Casa,9.12,INEFICIENTE
792.45,True,27.0,Casa,11.2,INEFICIENTE
249.92,True,16.0,Casa,2.62,INEFICIENTE
215.41,True,10.0,Casa,1.91,INEFICIENTE
294.22,True,10.0,Casa,1.15,INEFICIENTE
80.03,True,8.0,Casa,0.19,MODERADO
477.85,True,16.0,Casa,5.05,INEFICIENTE
340.64,True,6.0,Casa,4.51,INEFICIENTE
1381.44,True,29.0,Casa,18.47,INEFICIENTE
759.35,True,15.0,Casa,8.56,INEFICIENTE
658.89,True,8.0,Casa,11.69,INEFICIENTE
481.85,True,17.0,Casa,8.84,INEFICIENTE
157.31,True,7.0,Casa,1.38,INEFICIENTE
126.84,True,3.0,Casa,2.25,INEFICIENTE
267.9,True,17.0,Casa,4.05,INEFICIENTE
394.34,True,22.0,Casa,4.67,INEFICIENTE
71.0,True,9.0,Casa,0.24,MODERADO
92.43,True,7.0,Casa,0.78,INEFICIENTE
315.29,True,21.0,Casa,4.87,INEFICIENTE
383.29,True,10.0,Casa,5.76,INEFICIENTE
245.85,True,21.0,Casa,2.99,INEFICIENTE
304.11,True,11.0,Casa,4.05,INEFICIENTE
346.89,True,13.0,Casa,4.64,INEFICIENTE
405.41,True,11.0,Casa,3.58,INEFICIENTE
55.97,True,4.0,Casa,0.0,EFICIENTE
271.91,True,33.0,Casa,0.72,INEFICIENTE
136.17,True,12.0,Casa,0.19,INEFICIENTE
201.11,True,12.0,Casa,1.6,INEFICIENTE
162.81,True,21.0,Casa,0.97,INEFICIENTE
49.44,True,5.0,Casa,0.07,EFICIENTE
342.29,True,20.0,Casa,3.92,INEFICIENTE
691.22,True,30.0,Casa,8.92,INEFICIENTE
141.91,True,12.0,Casa,1.56,INEFICIENTE
85.22,True,13.0,Casa,0.58,MODERADO
75.12,True,10.0,Casa,0.3,MODERADO
180.06,True,11.0,Casa,0.87,INEFICIENTE
73.2,True,9.0,Casa,0.06,EFICIENTE
50.36,True,5.0,Casa,0.04,EFICIENTE
158.93,True,19.0,Casa,0.24,INEFICIENTE
74.24,True,10.0,Casa,0.26,MODERADO
55.14,True,3.0,Casa,0.0,EFICIENTE
74.63,True,5.0,Casa,0.0,MODERADO
191.84,True,26.0,Casa,1.42,INEFICIENTE
379.77,True,15.0,Casa,4.24,INEFICIENTE
15.2,True,7.0,Casa,0.23,EFICIENTE
199.36,True,20.0,Casa,1.74,INEFICIENTE
181.36,True,26.0,Casa,1.52,INEFICIENTE
163.85,True,9.0,Casa,2.2,INEFICIENTE
257.87,True,19.0,Casa,1.7,INEFICIENTE
141.79,True,14.0,Casa,0.93,INEFICIENTE
289.69,True,4.0,Casa,0.0,INEFICIENTE
203.41,True,26.0,Casa,2.0,INEFICIENTE
194.4,True,16.0,Casa,0.23,INEFICIENTE
76.16,True,3.0,Casa,0.0,MODERADO
216.11,True,22.0,Casa,0.91,INEFICIENTE
90.23,True,11.0,Casa,1.18,INEFICIENTE
95.34,True,8.0,Casa,0.62,INEFICIENTE
549.82,True,31.0,Casa,3.37,INEFICIENTE
102.74,True,13.0,Casa,0.83,INEFICIENTE
75.02,True,11.0,Casa,0.54,MODERADO
152.2,True,15.0,Casa,0.57,INEFICIENTE
171.36,True,9.0,Casa,0.11,INEFICIENTE
232.01,True,15.0,Casa,2.16,INEFICIENTE
214.67,True,16.0,Casa,0.38,INEFICIENTE
144.77,True,19.0,Casa,0.69,INEFICIENTE
131.49,True,7.0,Casa,1.27,INEFICIENTE
165.45,True,10.0,Casa,1.16,INEFICIENTE
317.88,True,22.0,Casa,4.36,INEFICIENTE
172.73,True,18.0,Casa,1.05,INEFICIENTE
165.77,True,7.0,Casa,1.47,INEFICIENTE
396.24,True,23.0,Casa,5.46,INEFICIENTE
963.9,True,27.0,Casa,16.0,INEFICIENTE
347.09,True,12.0,Casa,5.45,INEFICIENTE
573.81,True,23.0,Casa,8.17,INEFICIENTE
640.36,True,26.0,Casa,6.19,INEFICIENTE
115.25,True,6.0,Casa,0.2,INEFICIENTE
139.08,True,17.0,Casa,0.38,INEFICIENTE
168.06,True,16.0,Casa,1.35,INEFICIENTE
63.26,True,5.0,Casa,0.62,MODERADO
119.16,True,12.0,Casa,0.76,INEFICIENTE
92.32,True,7.0,Casa,0.47,INEFICIENTE
335.88,True,18.0,Casa,1.29,INEFICIENTE
90.41,True,7.0,Casa,0.0,MODERADO
244.98,True,16.0,Casa,2.41,INEFICIENTE
127.54,True,12.0,Casa,0.39,INEFICIENTE
142.75,True,10.0,Casa,0.4,INEFICIENTE
297.94,True,8.0,Casa,4.15,INEFICIENTE
188.02,True,12.0,Casa,1.28,INEFICIENTE
216.59,True,11.0,Casa,0.2,INEFICIENTE
182.21,True,11.0,Casa,1.23,INEFICIENTE
88.5,True,10.0,Casa,0.98,INEFICIENTE
123.11,True,11.0,Casa,0.98,INEFICIENTE
115.71,True,7.0,Casa,0.15,INEFICIENTE
58.39,True,6.0,Casa,0.19,MODERADO
689.27,True,16.0,Casa,11.7,INEFICIENTE
669.27,True,24.0,Casa,8.49,INEFICIENTE
367.16,True,11.0,Casa,4.85,INEFICIENTE
65.03,True,6.0,Casa,0.54,MODERADO
188.78,True,12.0,Casa,0.47,INEFICIENTE
1015.98,True,24.0,Casa,13.98,INEFICIENTE
276.82,True,7.0,Casa,4.11,INEFICIENTE
1224.26,True,32.0,Casa,21.08,INEFICIENTE
202.78,True,14.0,Casa,1.89,INEFICIENTE
410.31,True,15.0,Casa,5.88,INEFICIENTE
109.26,True,6.0,Casa,0.7,INEFICIENTE
149.41,True,6.0,Casa,1.24,INEFICIENTE
415.84,True,23.0,Casa,4.74,INEFICIENTE
367.15,True,19.0,Casa,4.72,INEFICIENTE
141.85,True,7.0,Casa,0.71,INEFICIENTE
887.04,True,42.0,Casa,13.77,INEFICIENTE
491.91,True,17.0,Casa,4.41,INEFICIENTE
628.63,True,11.0,Casa,9.61,INEFICIENTE
379.98,True,20.0,Casa,5.47,INEFICIENTE
114.83,True,9.0,Casa,1.54,INEFICIENTE
78.25,True,2.0,Casa,1.15,INEFICIENTE
143.87,True,6.0,Casa,1.4,INEFICIENTE
48.03,True,7.0,Casa,0.06,EFICIENTE
249.13,True,19.0,Casa,1.59,INEFICIENTE
466.9,True,18.0,Casa,6.92,INEFICIENTE
562.51,True,16.0,Casa,10.24,INEFICIENTE
389.3,True,16.0,Casa,5.26,INEFICIENTE
129.08,True,4.0,Casa,1.72,INEFICIENTE
878.11,True,20.0,Casa,16.04,INEFICIENTE
351.68,True,8.0,Casa,4.92,INEFICIENTE
339.65,True,13.0,Casa,4.63,INEFICIENTE
277.15,True,15.0,Casa,2.51,INEFICIENTE
285.12,True,12.0,Casa,3.49,INEFICIENTE
200.17,True,10.0,Casa,2.4,INEFICIENTE
219.61,True,21.0,Casa,1.89,INEFICIENTE
218.66,True,7.0,Casa,3.65,INEFICIENTE
359.53,True,13.0,Casa,4.45,INEFICIENTE
631.26,True,19.0,Casa,9.22,INEFICIENTE
235.75,True,15.0,Casa,2.53,INEFICIENTE
181.67,True,8.0,Casa,2.32,INEFICIENTE
47.67,True,4.0,Casa,0.0,EFICIENTE
1115.89,True,21.0,Casa,18.5,INEFICIENTE
503.92,True,13.0,Casa,8.75,INEFICIENTE
90.36,True,6.0,Casa,0.58,INEFICIENTE
405.54,True,13.0,Casa,6.74,INEFICIENTE
205.08,True,5.0,Departamento,3.75,INEFICIENTE
223.92,True,10.0,Casa,2.63,INEFICIENTE
394.94,True,14.0,Casa,5.79,INEFICIENTE
820.41,True,16.0,Casa,12.13,INEFICIENTE
361.94,True,14.0,Casa,5.86,INEFICIENTE
167.1,True,14.0,Casa,1.41,INEFICIENTE
222.71,True,13.0,Casa,2.37,INEFICIENTE
92.9,True,6.0,Casa,0.17,MODERADO
847.99,True,28.0,Casa,10.87,INEFICIENTE
83.63,True,12.0,Casa,0.58,MODERADO
400.05,True,30.0,Casa,4.62,INEFICIENTE
69.8,True,9.0,Casa,0.12,EFICIENTE
192.12,True,20.0,Casa,1.81,INEFICIENTE
97.36,True,16.0,Casa,0.43,MODERADO
324.25,True,20.0,Casa,2.41,INEFICIENTE
238.14,True,12.0,Casa,0.28,INEFICIENTE
187.01,True,16.0,Casa,1.14,INEFICIENTE
206.18,True,13.0,Casa,1.64,INEFICIENTE
110.0,True,12.0,Casa,0.17,MODERADO
100.11,True,10.0,Casa,0.75,INEFICIENTE
305.51,True,10.0,Casa,2.45,INEFICIENTE
170.1,True,17.0,Casa,1.08,INEFICIENTE
260.24,True,13.0,Casa,2.33,INEFICIENTE
92.8,True,15.0,Casa,0.12,MODERADO
58.2,True,7.0,Casa,0.23,MODERADO
417.74,True,15.0,Casa,6.96,INEFICIENTE
1165.34,True,18.0,Casa,22.69,INEFICIENTE
268.86,True,17.0,Casa,2.47,INEFICIENTE
278.48,True,15.0,Casa,3.77,INEFICIENTE
930.77,True,31.0,Casa,16.08,INEFICIENTE
325.18,True,20.0,Casa,3.62,INEFICIENTE
9.84,True,1.0,Casa,0.0,EFICIENTE
221.6,True,9.0,Casa,2.64,INEFICIENTE
360.44,True,11.0,Casa,3.85,INEFICIENTE
457.36,True,20.0,Casa,4.78,INEFICIENTE
380.54,True,11.0,Casa,4.78,INEFICIENTE
67.06,True,2.0,Casa,0.69,INEFICIENTE
156.48,True,12.0,Casa,0.26,INEFICIENTE
370.9,True,13.0,Casa,4.59,INEFICIENTE
519.47,True,22.0,Casa,7.95,INEFICIENTE
194.22,True,6.0,Casa,0.36,INEFICIENTE
382.52,True,11.0,Casa,3.86,INEFICIENTE
616.04,True,17.0,Casa,10.88,INEFICIENTE
801.22,True,21.0,Casa,13.98,INEFICIENTE
245.48,True,20.0,Casa,3.26,INEFICIENTE
206.19,True,18.0,Casa,2.12,INEFICIENTE
329.39,True,7.0,Casa,4.92,INEFICIENTE
246.35,True,17.0,Casa,3.34,INEFICIENTE
758.15,True,19.0,Casa,13.28,INEFICIENTE
191.35,True,11.0,Casa,0.39,INEFICIENTE
281.43,True,13.0,Casa,4.02,INEFICIENTE
392.45,True,11.0,Casa,6.23,INEFICIENTE
352.55,True,9.0,Casa,4.97,INEFICIENTE
273.09,True,16.0,Casa,3.76,INEFICIENTE
158.64,True,13.0,Casa,1.14,INEFICIENTE
189.17,True,12.0,Casa,2.37,INEFICIENTE
110.83,True,6.0,Casa,0.0,MODERADO
305.28,True,17.0,Casa,3.76,INEFICIENTE
287.97,True,14.0,Casa,4.24,INEFICIENTE
154.78,True,16.0,Casa,1.8,INEFICIENTE
175.18,True,5.0,Casa,2.5,INEFICIENTE
465.49,True,15.0,Casa,7.98,INEFICIENTE
406.33,True,14.0,Casa,4.29,INEFICIENTE
185.69,True,8.0,Casa,2.48,INEFICIENTE
449.62,True,8.0,Casa,6.43,INEFICIENTE
180.73,True,4.0,Casa,1.74,INEFICIENTE
591.59,True,9.0,Casa,10.17,INEFICIENTE
149.62,True,7.0,Casa,0.0,INEFICIENTE
117.54,True,5.0,Casa,1.11,INEFICIENTE
712.31,True,16.0,Casa,11.16,INEFICIENTE
490.85,True,12.0,Casa,4.08,INEFICIENTE
1224.0,True,9.0,Casa,22.91,INEFICIENTE
167.05,True,4.0,Casa,1.74,INEFICIENTE
1608.62,True,18.0,Casa,24.0,INEFICIENTE
250.25,True,13.0,Casa,2.37,INEFICIENTE
108.66,True,10.0,Casa,1.14,INEFICIENTE
680.94,True,17.0,Casa,11.5,INEFICIENTE
203.57,True,17.0,Casa,0.45,INEFICIENTE
239.63,True,10.0,Casa,1.58,INEFICIENTE
558.51,True,14.0,Casa,9.49,INEFICIENTE
224.07,True,8.0,Casa,2.92,INEFICIENTE
16.73,True,2.0,Casa,0.0,EFICIENTE
155.42,True,19.0,Casa,0.99,INEFICIENTE
495.13,True,37.0,Casa,0.23,INEFICIENTE
323.59,True,22.0,Casa,1.73,INEFICIENTE
122.59,True,8.0,Casa,0.05,INEFICIENTE
155.87,True,6.0,Casa,0.38,INEFICIENTE
73.22,True,11.0,Casa,0.23,MODERADO
520.42,True,24.0,Casa,2.82,INEFICIENTE
237.92,True,16.0,Casa,2.36,INEFICIENTE
211.44,True,8.0,Casa,0.34,INEFICIENTE
116.06,True,7.0,Casa,0.89,INEFICIENTE
140.09,True,9.0,Casa,1.41,INEFICIENTE
103.07,True,10.0,Casa,0.53,INEFICIENTE
118.97,True,11.0,Casa,0.42,INEFICIENTE
331.47,True,24.0,Casa,3.64,INEFICIENTE
193.95,True,17.0,Casa,2.02,INEFICIENTE
334.57,True,34.0,Casa,3.68,INEFICIENTE
99.27,True,14.0,Casa,0.22,MODERADO
12.69,True,1.0,Casa,0.0,EFICIENTE
133.75,True,19.0,Casa,0.25,INEFICIENTE
184.4,True,17.0,Casa,1.51,INEFICIENTE
301.88,True,12.0,Casa,3.94,INEFICIENTE
62.0,True,4.0,Casa,0.0,MODERADO
209.98,True,12.0,Casa,1.94,INEFICIENTE
498.82,True,14.0,Casa,7.74,INEFICIENTE
403.09,True,16.0,Casa,4.81,INEFICIENTE
82.9,True,4.0,Casa,0.78,INEFICIENTE
131.57,True,2.0,Casa,1.53,INEFICIENTE
62.83,True,4.0,Casa,0.38,MODERADO
92.65,True,14.0,Casa,0.31,MODERADO
153.35,True,8.0,Casa,0.83,INEFICIENTE
58.22,True,4.0,Casa,0.0,MODERADO
467.17,True,16.0,Casa,5.16,INEFICIENTE
185.79,True,7.0,Casa,2.54,INEFICIENTE
615.44,True,14.0,Casa,9.92,INEFICIENTE
289.07,True,7.0,Casa,3.94,INEFICIENTE
421.04,True,18.0,Casa,6.38,INEFICIENTE
77.75,True,1.0,Casa,0.0,MODERADO
599.22,True,9.0,Casa,9.13,INEFICIENTE
160.62,True,6.0,Casa,1.41,INEFICIENTE
79.35,True,8.0,Casa,0.21,MODERADO
1.52,True,0.0,Departamento,0.0,EFICIENTE
86.94,True,4.0,Casa,0.99,INEFICIENTE
6.57,True,0.0,Casa,0.0,EFICIENTE
310.56,True,7.0,Casa,5.38,INEFICIENTE
237.73,True,11.0,Casa,2.38,INEFICIENTE
122.63,True,5.0,Casa,1.3,INEFICIENTE
342.0,True,8.0,Casa,5.4,INEFICIENTE
428.43,True,18.0,Casa,6.02,INEFICIENTE
291.15,True,9.0,Casa,4.72,INEFICIENTE
68.84,True,6.0,Casa,0.0,MODERADO
242.29,True,3.0,Casa,2.82,INEFICIENTE
603.9,True,7.0,Casa,8.92,INEFICIENTE
542.87,True,14.0,Casa,6.24,INEFICIENTE
188.72,True,9.0,Casa,1.42,INEFICIENTE
531.38,True,11.0,Casa,8.17,INEFICIENTE
14.61,True,0.0,Casa,0.0,EFICIENTE
193.91,True,13.0,Casa,2.36,INEFICIENTE
43.0,True,2.0,Casa,0.0,EFICIENTE
318.34,True,12.0,Casa,4.27,INEFICIENTE
194.93,True,6.0,Casa,2.49,INEFICIENTE
206.55,True,15.0,Departamento,2.51,INEFICIENTE
144.63,True,11.0,Casa,1.02,INEFICIENTE
873.15,True,35.0,Casa,11.65,INEFICIENTE
452.13,True,26.0,Casa,6.99,INEFICIENTE
254.47,True,9.0,Casa,1.65,INEFICIENTE
227.89,True,22.0,Casa,0.69,INEFICIENTE
216.86,True,8.0,Casa,2.74,INEFICIENTE
85.5,True,10.0,Casa,0.88,INEFICIENTE
408.82,True,14.0,Casa,3.56,INEFICIENTE
291.93,True,17.0,Casa,3.23,INEFICIENTE
340.67,True,16.0,Casa,4.15,INEFICIENTE
875.15,True,19.0,Casa,16.08,INEFICIENTE
53.61,True,4.0,Casa,0.0,EFICIENTE
228.89,True,21.0,Casa,2.09,INEFICIENTE
178.14,True,18.0,Casa,0.91,INEFICIENTE
149.96,True,8.0,Casa,1.15,INEFICIENTE
302.44,True,22.0,Casa,2.16,INEFICIENTE
136.06,True,12.0,Casa,0.94,INEFICIENTE
489.9,True,11.0,Casa,5.76,INEFICIENTE
727.21,True,16.0,Casa,12.75,INEFICIENTE
129.69,True,9.0,Casa,1.26,INEFICIENTE
656.77,True,30.0,Casa,7.69,INEFICIENTE
244.64,True,13.0,Casa,1.08,INEFICIENTE
536.86,True,23.0,Casa,7.59,INEFICIENTE
145.44,True,17.0,Casa,1.44,INEFICIENTE
175.19,True,11.0,Casa,1.36,INEFICIENTE
367.31,True,17.0,Casa,2.16,INEFICIENTE
65.56,True,4.0,Casa,0.0,MODERADO
194.7,True,9.0,Casa,2.58,INEFICIENTE
744.22,True,24.0,Casa,11.17,INEFICIENTE
89.6,True,7.0,Casa,0.07,MODERADO
70.87,True,3.0,Casa,0.0,MODERADO
284.26,True,7.0,Casa,3.73,INEFICIENTE
41.92,True,5.0,Casa,0.04,EFICIENTE
230.79,True,15.0,Casa,3.23,INEFICIENTE
241.47,True,6.0,Casa,2.95,INEFICIENTE
116.0,True,2.0,Casa,0.0,INEFICIENTE
145.18,True,3.0,Casa,1.99,INEFICIENTE
237.04,True,10.0,Casa,1.46,INEFICIENTE
176.36,True,5.0,Casa,1.99,INEFICIENTE
2323.24,True,27.0,Casa,24.0,INEFICIENTE
157.71,True,6.0,Casa,2.45,INEFICIENTE
178.94,True,7.0,Casa,0.69,INEFICIENTE
682.19,True,12.0,Casa,11.54,INEFICIENTE
143.48,True,15.0,Casa,0.28,INEFICIENTE
585.53,True,20.0,Casa,5.64,INEFICIENTE
327.61,True,10.0,Casa,4.44,INEFICIENTE
264.71,True,5.0,Casa,3.94,INEFICIENTE
165.47,True,4.0,Casa,0.0,INEFICIENTE
93.94,True,7.0,Casa,0.0,MODERADO
317.75,True,5.0,Casa,5.61,INEFICIENTE
